ADDRESS_ID,CORE_ICO,CORE_STATUS
MA12002915,23542,1
MA12002918,23542,1
MA12002923,23542,1
MA12002935,23542,1
MA12002982,23542,1
MA12006472,683512,0
MA12006885,683512,0
MA12006889,683512,0
MA12006913,39088,1
MA12007040,683512,0
MA15000383,679231,1
MA15000397,679231,1
MA15000409,679231,1
MA16000288,31377,1
MA16000993,670502,1
MA16001000,670502,1
MA16001330,10559,1
MA16001784,6183,1
MA16001791,6183,1
MA16004838,5160,1
MA16005378,676146,1
MA16005440,677191,1
MA16005441,677191,1
MA16005446,677191,1
MA16005452,677191,1
MA16005454,677191,1
MA16005456,677191,1
MA16005827,7445,1
MA16006126,42349,1
MA17001832,683512,0
MA17001957,2346,1
MA17002485,679045,1
MA17003562,683512,0
MA17004216,660073,1
MA18000511,683512,0
MA18001559,10246,1
MA18001583,10246,1
MA18001594,10246,1
MA18001595,10246,1
MA18001605,10246,1
MA18001651,30623,0
MA18001668,10246,1
MA18001925,677270,1
MA18002568,671444,1
MA18003377,683512,0
MA18003388,683512,0
MA18003461,28358,1
MA18003476,28358,1
MA18004282,675071,1
MA18004987,683512,0
MA18005219,41830,0
MA18005222,41830,1
MA18005232,41830,1
MA18005234,41830,0
MA18005258,41830,1
MA18005259,41830,1
MA18005282,41830,1
MA18005284,41830,0
MA18005515,679232,1
MA18005516,679232,1
MA18005519,679232,1
MA18005520,679232,1
MA18005874,679394,1
MA21000544,661996,1
MA21000749,35730,1
MA21001403,676632,1
MA21001635,35730,1
MA21001775,3739,1
MA89016355,673597,1
MAG1000297,7315,1
MAG4100421,11406,1
MAG4100439,11406,1
MAG4100653,23542,1
MAG4100657,23542,1
MAG4100786,23542,1
MAG4101163,683512,0
MAG4101304,683512,0
MAG4101421,683512,0
MAG4101584,683512,0
MAG4102025,33169,1
MAG4102070,33169,1
MAG4103026,683512,0
MAG4103133,683512,0
MAG4103368,683512,0
MAG4104070,672952,1
MAG4205884,662025,1
MAG4205885,662025,1
MAG4205887,662025,1
MAG4205899,662025,1
MAG4205900,662025,1
MAG4205902,662025,1
MAG4205905,662025,1
MAG4205908,662025,1
MAG4205914,662025,1
MAG4205915,662025,1
MAG4205917,662025,1
MAG4205928,662025,1
MAG4205932,662025,1
MAG4205936,662025,1
MAG4205939,662025,1
MAG4205942,662025,1
MAG4205944,662025,1
MAG4205946,662025,1
MAG4205947,662025,1
MAG4205949,662025,1
MAG4205950,662025,1
MAG4205952,662025,1
MAG4205954,662025,1
MAG4205960,662025,1
MAG4205961,662025,1
MAG4205962,662025,1
MAG4205964,662025,1
MAG4205968,662025,1
MAG4205970,662025,1
MAG4205979,662025,1
MAG4205991,662025,1
MAG4205997,662025,1
MAG4206002,662025,1
MAG4206003,662025,1
MAG4206008,662025,1
MAG4206010,662025,1
MAG4206012,662025,1
MAG4206016,662025,1
MAG4206024,662025,1
MAG4206034,662025,1
MAG4206040,662025,1
MAG4206042,662025,1
MAG4206043,662025,1
MAG4206047,662025,1
MAG4206050,662025,1
MAG4206051,662025,1
MAG4206052,662025,1
MAG4206055,662025,1
MAG4206057,662025,1
MAG4206060,662025,1
MAG4206067,662025,1
MAG4206093,662025,1
MAG4206094,662025,1
MAG4206099,662025,1
MAG4206106,662025,1
MAG4206119,662025,1
MAG4206123,662025,1
MAG4206124,662025,1
MAG4206126,662025,1
MAG4206136,662025,1
MAG4206146,662025,1
MAG4206151,662025,1
MAG4206152,662025,1
MAG4206161,662025,1
MAG4206172,662025,1
MAG4206176,662025,1
MAG4206513,6392,1
MAG4206915,683512,0
MAG4207375,683512,0
MAG4207520,6392,1
MAG4208099,683512,0
MAG4208235,6392,1
MAG4208515,683512,0
MAG4209291,683512,0
MAG4209364,6392,1
MAG4209665,6392,1
MAG4209768,683512,0
MAG4209808,683512,0
MAG4209809,683512,0
MAG4210092,683512,0
MAG4210093,683512,0
MAG4210669,683512,0
MAG4210738,683512,0
MAG4210823,683512,0
MAG4210835,6392,1
MAG4210841,683512,0
MAG4210872,683512,0
MAG4210882,683512,0
MAG4210901,683512,0
MAG4210963,6392,1
MAG4210995,6392,1
MAG4211148,6392,1
MAG4211803,683512,0
MAG4211805,683512,0
MAG4212305,679371,1
MAG4212393,683512,0
MAG4212557,683512,0
MAG4212911,683512,0
MAG4212913,683512,0
MAG4213673,683512,0
MAG4213784,683512,0
MAG4214123,683512,0
MAG4214218,683512,0
MAG4214219,683512,0
MAG4214431,683512,0
MAG4214700,6392,1
MAG4215006,683512,0
MAG4215665,683512,0
MAG4316619,683512,0
MAG4317337,43233,1
MAG4318864,683512,0
MAG4318865,683512,0
MAG4318867,672739,1
MAG4318869,683512,0
MAG4318870,683512,0
MAG4318874,672739,1
MAG4318875,683512,0
MAG4318883,672739,1
MAG4318957,672739,1
MAG4319016,672739,1
MAG4319100,683512,0
MAG4319356,672739,1
MAG4319377,683512,0
MAG4319723,673868,1
MAG4319827,675160,1
MAG4319828,675160,1
MAG4319829,675160,1
MAG4320503,677665,1
MAG4321171,679847,1
MAG4321462,681044,1
MAG4321464,681044,1
MAG4321465,681044,1
MAG4321466,681044,1
MAG5101170,683512,0
MAG5101356,3686,1
MAG5101757,683512,0
MAG5101990,5309,1
MAG5102672,683512,0
MAG5105122,679231,1
MAG5105241,679662,1
MAG5105262,679662,1
MAG5105273,679662,1
MAG5105277,679662,1
MAG5105281,679662,1
MAG5105284,679662,1
MAG5105293,679662,1
MAG5105296,679662,1
MAG5105299,679662,1
MAG5206207,10492,1
MAG5206220,10492,1
MAG5207614,679925,1
MAG5207627,679771,1
MAG5207912,679662,1
MAG5207954,679662,1
MAG5207955,679662,1
MAG5207956,679662,1
MAG5207958,679662,1
MAG5207980,679662,1
MAG5208001,679662,1
MAG5208475,679662,1
MAG5208644,679232,1
MAG5208645,679232,1
MAG5208648,679232,1
MAG5208650,679232,1
MAG5208652,679232,1
MAG5208653,679232,1
MAG5208658,679232,1
MAG5209602,679662,1
MAG5209974,679662,1
MAG5210158,679662,1
MAG5210936,679662,1
MAG5211074,679232,1
MAG5211311,679662,1
MAG5211462,679662,1
MAG5212114,679662,1
MAG5212924,683512,0
MAG5212944,679232,1
MAG5213040,679662,1
MAG5213705,679662,1
MAG5213706,679662,1
MAG5213709,679662,1
MAG5213713,679662,1
MAG5213714,683512,0
MAG5213715,679662,1
MAG5213717,679662,1
MAG5213721,679662,1
MAG5213722,679662,1
MAG5213724,683512,0
MAG5213761,679662,1
MAG5213763,679662,1
MAG5213765,679662,1
MAG5213766,679662,1
MAG5213767,679662,1
MAG5213768,679662,1
MAG5213774,679662,1
MAG5213775,679662,1
MAG5213823,683512,0
MAG5213858,679662,1
MAG5213969,679232,1
MAG5213973,679232,1
MAG5315895,683512,0
MAG5318914,683512,0
MAG5318924,683512,0
MAG5318933,683512,0
MAG5318937,683512,0
MAG5318939,683512,0
MAG5318977,683512,0
MAG5319076,683512,0
MAG5319082,683512,0
MAG5319127,683512,0
MAG5321068,683512,0
MAG5321418,673603,1
MAG5322042,680086,1
MAG5322132,671771,1
MAG5322204,680086,1
MAG5322312,673603,1
MAG5322314,673603,1
MAG5322315,673603,1
MAG5322317,673603,1
MAG5322323,673603,1
MAG5322324,673603,1
MAG5322325,673603,1
MAG5322329,673603,1
MAG5322330,673603,1
MAG5324006,673603,1
MAG5324325,673603,1
MAG5325124,683512,0
MAG5325261,683512,0
MAY2130724,683512,0
MAY2130741,683512,0
MAY2135118,6392,1
MAY2135223,6392,1
MAY2135353,6392,1
MAY2136064,672739,1
MAY2136118,672739,1
MAY2136170,672739,1
MAY2136207,672739,1
MAY2136210,672739,1
MAY2136219,672739,1
MAY2136271,672739,1
MAY2136277,672739,1
MAY2137948,5309,1
MAY2138222,673603,1
MAY2138223,673603,1
MAY4113696,10246,1
MAY4113709,10246,1
MAY4113731,10246,1
MAY4113755,10246,1
MAY4113789,10246,1
MAY4113867,10246,1
MAY4113871,10246,1
MAY4113879,10246,1
MAY4113886,10246,1
MAY4116487,30075,1
MAY4117455,683512,0
MAY4117674,683512,0
MAY4118496,683512,0
MAY4128527,9594,1
MAY4128547,9594,1
MAY4132144,30623,1
MAY4135372,6392,1
MAY4136186,672739,1
MAY4140574,680086,1
MAY4140577,680086,1
MAY4140580,680086,1
MAY4142249,9319,1
MAY4163224,679662,1
MAY5110900,683512,0
MAY5111910,6392,1
MAY5111983,683512,0
MAY5112465,6392,1
MAY5112673,6392,1
MAY5112869,6392,1
MAY5113483,6392,1
MAY5114250,672739,1
MAY5128545,9594,1
MAY5128606,9594,1
MAY5128649,9594,1
MAY5133937,10246,1
MAY5133939,10246,1
MAY5133962,10246,1
MAY5133970,10246,1
MAY5133971,10246,1
MAY5138693,35015,1
MAY5138762,36572,1
MAY5141027,28358,1
MAY5141171,28734,1
MAY5141566,39398,1
MAY5150587,672739,1
MAY6101232,35015,1
MAY6106619,10966,1
MAY7108404,675432,1
MAY7108410,675432,1
MAY7108416,675432,1
MAY7108433,675432,1
MAY7108674,676279,1
MAY7117175,675432,1
MAY7117183,675432,1
MAY8172017,676371,1
MAY8187779,672739,1
